Review Text,sentimen,Rating
mohon fitus chat faskes tuju faskes tk tk lanjut janji sistem layan nya faskes beda sedia dokter jam layan dll jam layan tutup atur pasien tau fitur chat,negative,4
niat nya doang mudah nyata nya ngeribetin abis update logout ribet ribet ribet,negative,1
mg tingkat,positive,4
ngga login lupa pasword coba lupa pasword terang email nohp daftar mohon bantu nya,negative,5
ubah faskesnya min,neutral,4
mantabb cepat fast fast,positive,5
moga tahan kualitas,positive,5
aplikasi ga registrasi pas wajah ga lawak,negative,1
daftar pas masuk salah sesuai ktp dansandi dah saran gagal,negative,1
eror ambil antri online kosong terang penuh f,negative,1
bantu mudah fasilitas sehat nya,positive,5
aplikasi urus perintah kaga bener mua korupsi rusak negri rakyat susah,negative,5
update masuk jkn bpjs ya tanggung aktif,neutral,4
bantu layan antri kantor bpjs sehat,positive,5
baik sistem lanjut,positive,5
apk sulit jpdate logout sendiritolong baik sstem nya,negative,1
masuk akun jkn susah masuk akun bank,neutral,1
login log out lupa sandi,neutral,1
mudah pasien utk ubah faskes,positive,5
alhamdulillah ubah data rumit kurang lengkap cek x titik solusi terimakasih,positive,5
aplikasi bagus eror tolong baik cepat daftar ribet udah rumah sakit eh ngantri hari batas,positive,1
terima kasihhhh,neutral,5
aplikasi ya verifikaai otp ulang kali gak pesan masuk baik,negative,3
hilang batas deviceitu menggangukarena bantu warga daftar jknjadi kena limit,neutral,2
kode otp masuk sdh coba kali nomor aktif jaring bagus storage pesan sistemaplikasi jelek,negative,1
bugsaat nomer antri blank,neutral,4
alhamdulillah bantu,positive,5
terinstal kendala,negative,1
daftar aja susah error mulu,negative,1
batu keluarga,positive,5
mudah kl ganti faskes kantor bpjs,positive,5
bantu mudah paham,positive,5
,neutral,5
yg ngasih ulas bintang aplikasi bobrok gin bintang,negative,1
coba tolong baik sistem apknya klo ganti sandi bikin ribet susah banget ganti sandi doang overall udah bagus sandi doang tolong mudah aplikasi sandi jkn doang ga inget plisssssss,negative,3
aplikasi ga d buka tolong baik,negative,1
mantabb,positive,5
aplikasi jelek gak,negative,1
fast responsible,positive,5
aplikasi ribet gak ditingkatin download ribet login udah login ribet verif udah ikutin step nya aja ribet ribet totally ribettt to the max,negative,1
mantap ribet,positive,5
knp si suka log out pas login susah banget perluu banget,neutral,1
aplikasi bagus keren,positive,5
mantab mudah,positive,5
aplikasi menbatu ambil antri bpk kontrol biar nga nunggu rsmakasih jkn,negative,5
aplikasi masuk trus si da cape abil ktp trus,neutral,1
update,neutral,2
manfaat aplikasi initerima kasih,positive,4
bgus bngt dgn mobil jln lbh mudah utk berobt,positive,5
juni udah pakai gampang ambil antri langsung pas dateng tempat faskes langsung layan ga ambil antri biar efisien jawabanya daftar tempat faskes udah riwayat layan aja dtg tempat faskes ambil antri maaf bintang kecewa moga baik tambah ketidakpuasan masuk layan adu jawab silah ambil antri tempat,negative,1
burem hitam buka rawat jalan daftar online tolong baik sistem,negative,1
screenshot mudah yg kuota,positive,1
apk jelassssss berfungsiiiii baikkkkk ngabisin kuoata aja tunggu login,negative,1
gimana ya aplikasinomor ktp salah melulu login login tolong baik nya mudah bantu sulit,neutral,3
ribetudah ribet ngurusnyaga selesai,neutral,1
kontrol tidaknbisa pakai daftar online cantum jadwal dokter penuh ganti tanggal terang dokter sedia ga,negative,1
kode verifikasi kunjung kirim,negative,1
emang lupa paswordnya cari lupa pasword via sms mlah ga kirim otp nya gimana sich,negative,1
ragu instal ga penting bpjs registrasi nyendat verifikasi nomor telpon otp gagal kirim gagal kirim otp pulsa rupiah coba beli pulsa otp langsung kirim yg susah otp pulsa biaya sms masuk terima sms gratis kirim otp memahg bayar,negative,5
sendri gilir masuk akun salah gmn si aplikasi ribet aneh,negative,3
serius jkn kek sakit batas pakai bpjs aplikasi bobrok emang cocok korupsi aja gausa kerja kerja nyusahin aja masyarakat kenyang,negative,1
bener aja habis update logout pas login daftar aplikasi niat gak sih bikin susah orang,negative,1
habis daftar masuk wajib autodebit aplikasi gila,negative,1
aplikasi fungsi call center hubung mati tengah telepon niat gak sih,negative,1
bagus aplikasi mudah dftar online priksa daftarin anggota keluarga tolong suka tiba logout masuk ulang pake nik mending kali ribet logout ngga discreenshot karna isi informasi privasi tp screenshot bantu kasih ss an nomor antri keluarga please ya min ss kembali,negative,3
hp aplikasi mobile jkn tulis merah,neutral,1
aplikasi aneh cm log in apk nya error trus nya ap apk,negative,1
autentikasi data biometrik gagal daftar akun jaring bagus ganti wifi cahaya bagus no hp aktif pulsa tolong perhati byk ulas bintang,neutral,1
susah akses gagal hubung,neutral,1
mudah aplikasi,positive,5
pandu tampil bagus,positive,5
daftar h gabisa suruh pas h pas h ga ga dapet no antri terang nomor antri ambil kali tanggal daftar aja bom benerin deh aplikasi kontrol ga dapet no antri terang daftar dgn surat rujuk yg daftar jg bom yg kena omel tugas daftar salah aplikasi yg butut,negative,1
aplikasi ny gimana sihh woii login salah nik alas d ganti gk mesti login biar ganti pilih yg lupa password aja pin ny gk d ganti jg aduhh,neutral,1
apk perintah model daftar online gabisa gimna sihh,negative,1
login daftar mudah ganti faskes mudah,positive,5
moga aja bpjs kis bantu,positive,5
ga login update nik salah,negative,5
layan rumkit canta clara kota madiun puas,positive,5
tolong developer baik daftar mudah simpel verifikasi nomor hp,positive,1
login aja nungguin capcha ga keluar,neutral,1
mantap lancar mudah mudah lancar,positive,5
aplikasi bikin ribet sok canggih,negative,1
unfaedah kode pin nya masuk sulittaplikasi nyaman,negative,1
bagus verifikasi pakek wa pakek pulsa simpel orang mantap tingkat,positive,5
sumpa jkn ko gin bgt si ya allah masuk ajh sulit daftar sulit sumpah jkn parah udah daftar ny daftar jkn lu knp si masalh astaghfirullah tolong kasi mudah ttb tampa masukin sandi salah udah masuk blm masuk kode otp lailahailallah pusing kpla ku gin lu lgi masalh si jgn sulit npa,negative,1
knp susah bgt masuk akun ga bagus aplikasi tolong benerin,negative,2
antri susah banget rujuk klinik antri rs rujuk,neutral,1
lahir orang hamil cuman verifikasi wajah aja,positive,1
log out log in user daftar gak niat aplikasi mending jaman purba,negative,1
bgt suruh masukdaftar ulang buka,neutral,2
love,positive,5
captcha nya loading mulu nyusahin orang obat,negative,1
updet,neutral,5
masuk gak nik bnr sandi jga bnr daftar ulang bilang nya nik trdaftar gmna sih tlong baik bkin susah orang masuk bingung nya,negative,2
moga bantu manfaat depan nya,positive,4
pake ubah data alhamdulillah lancar nggk problem moga nggak kendala depan,positive,5
puskesmas error apknya heyyy,negative,1
mantap mobile jkn ok banget,positive,5
anjay mobile jkn,positive,5
logout pas login eror,neutral,1
mohon chek aplikasi gak pilih fasilitas sehat tingkat situ tulis informasi temu mohon solusi,neutral,5
kasih bintang hormat tinggal vrefikasi aja susah banget no hp akun kaga pake wajah aja coba pe x lihat kanan lihat kiri kedip senyum nungging tetep aja ga adah,negative,5
mksih,positive,5
aplikasi kadang eror mudah,positive,2
buka aplikasi ter logout,negative,1
cba dlu,neutral,4
kode verifikasi kaga udah minggu lebihh,negative,1
aplikasi keren,positive,5
aplikasi mudah urus sehat,positive,5
aplikasi bantu daftar sehat,positive,5
masuk ga ko kode captcha ga ya muter aja,negative,2
moga,positive,5
kau tangkap layar,negative,2
bantu terimaksih jkn,positive,5
ribet enak versi,negative,1
bagus,positive,5
moga jangkau,neutral,5
tolong susah kali logincaptchanya yg donkbelum sdh loginbanyak kali yg klikklo bintang sy pilih nih,neutral,1
aplikasi gajelas pas ngantri periksa klinik udah daftar aplikasi pas daftar suruh isi no hp kode otpnya ga dikirimkirim nomor udah bener udahmah awat kalo klinikrs pakai aplikasi kalo ga pake suruh download dulupulang mudah sulit orang obat,negative,1
login banget,neutral,1
aplikasi nya bagus bantu,positive,5
upgrade aplikasi suruh login data,neutral,1
niceeeee godddd,neutral,5
dapat kode verifikasi kode otp apk nya mudah sulit guna apk hama,negative,1
jelek pooollll super ruwettiba logout benah gk bisaapk berkwalitas blassssssssssss jelek jelek jelekkkkkkkkkkk puuuuuuolllll,negative,1
bagus mudah,positive,5
ga daftar antri susah obat tolong baik ga obat,negative,1
bagus bantu,positive,5
teknis online mudah pahamitp layan offline kantor lamban tangan,positive,5
login ribet pilih bank ora mantep blasss,neutral,2
aplikasi tolol udh ikutin minta gagal aja tolol w sengaja bikin bintang biar aplikasi tolol,negative,5
layan online,positive,5
layan cepat akurat,positive,5
tolong ya screenshot nomer antri aja gk trus gk internetnya ya ampun,neutral,1
alhamdulillah keluarga bantu terimakasih,positive,5
ngirim kode verifikasi,negative,1
mantaaappp,positive,5
mohon aplikasi baik login captcha nya diload,negative,1
bagus dgn hasil,positive,5
kode verifikasi mohon perhati,neutral,5
aplkikasi goblogg daftar ajaa susahh,neutral,1
sngt puas sngt memudhkn ribet antri faskes yg ditujukrn dgn aplikasi jkn bsa daftar online,positive,5
eror lahbuat daftar onlen gak yahcoba daftar yg rujuk rs gak bisadaftar periksa faskes gak bisapayah ahhh contoh usaha sepurgak eror,negative,1
vertifikasi wajah nya aneh banget muka kotak aja gk aneh nih apk,negative,1
login aja muter doang kalo ga niat bikin aplikasi mending apus aja dah playstore,negative,1
makasih bantu,positive,5
mudah diaksessangat bantu,positive,5
djiooooosss mantap,positive,5
bagus krn mudah daftar online logout login repot krn ketik nomer nik,positive,4
update login masuktombol masuk captcha isi captcha,negative,1
like,positive,5
kembang layan mjkn,positive,4
aplikasi payah kalu aplikasi kesel kali kali kayak gin mintak kode otp aja banget tlong baik aplikasi,negative,1
madapp,neutral,5
no komen,neutral,5
oke ubah data nunggu tgl september,positive,5
bintang aja pas rujuk aktif daftar pakai wifi sinyal bagus terkadang bug aplikasi inti mohon baik bug kasih bintang baik,negative,3
habis update daftar antri mudah apa ambil antri online,negative,1
mantap mudah dapat antri online,positive,5
ubah nomor telepon cantum susah ber ulang ulang kali tdk kirim otp,negative,4
terima kasih bantu,positive,5
update data ss bukti,negative,1
bantu masyarakat mudah,positive,4
nomor telpon masuk nomor verifikasi wajah susah banget kamera jernih cahaya bagus emang aneh,negative,1
susah akses aplikasi nya sulit buka update kah jelas dr kait,negative,2
longout,neutral,2
aneh udah tau sakit nya repot mlh daftar nya suruh senyum aplikasi nya aja verivikasi nya wajah doank ribet banget,negative,1
mudah obat,positive,5
bpjs obat hambat karna batas biaya bpjs bantu dpt mudah akses mobile jkn daftar dn riwayat penyakitpengobatan yg laku,positive,5
verifikasi susah no henfon gk daftar klo gk daftar gk masuk nya udh masuk tetep gk aneh,negative,1
mtab,neutral,5
apikasi rusak,negative,1
bantu terima kasih bpjs,positive,5
bantu masyarakat tingkat layan,positive,5
baik,positive,5
moga sksesslalu,positive,5
apk nya susah register,negative,4
aplikasi detail bantu selesai bayar susah banget bayar padhal udah sinkronisasi mbanking,neutral,1
gak daftar nunggu kode otp jam gak kasih verifikasi email udah ok,negative,5
dear cs bpjs terhormatizin masuk kedepannyakronologi jadi login akun orang tua karena urgensaya gak tau nomer daftar sandipaswordnyasaya coba reset password nomer telepon hangus email hilang muncul otp data ortu nomerhp email tolong tolong tolongreset password klo pake face wajah pake databese tolong apk upgrade,negative,1
bantu serta yg berobatmenu aplikasi lkp mudah paham,positive,5
apk lu baik dah daftar pas verif muka siang aja gagal,negative,1
,neutral,2
pakai aplikasi tp gilir daftar nohp tdk trdaftar dibpjs sehat,negative,5
bantu apl bagus,positive,5
muas mobile jkn obat lancar,positive,5
moga baiik,positive,5
terimakasih bpjs sehat obat mudah lncar,positive,5
daftar online kontrol difaskes tingkat gagal alas dokter penuh daftar minggu kontrol obat pulang rawat rs minggu suruh daftar minggu sungguh ribet sistem,negative,1
mantaaaaaaaaaaaaaapppppp surantapppppppp,neutral,5
sulit pd daftar online pake jkn gagal,negative,1
cepat akurat,positive,5
awal logingiliran mo dipake gak salah nik password ubah gimana si,negative,1
appnya log out eror login data gabisa masuk developer tolong baik saran rilis data simpan hilang log out,neutral,1
tolong aplikasi baru daftar kemarin ndk masuk,negative,2
kak kemarin udah update tp logout coba masuk tp tetp bisa kemarin salah sandi nik capctha trs udah nyoba lupa sandi isi yg nik captcha nomor hp biar dpt verifkasinya eh suruh coba ulang nggak jadi mohon baik memberitahukan dlm perupdate an sekian terimakasih,negative,1
jkn baik,positive,5
mobil jkm ribet akses sj ganti nomor bebrapa kali sulit layan penganduan bel belit sy ingin adu karna tdk akses jkm mobil laku tindak lapor akses akun lagiknp ribet ganti no hp verifikasi sanau jg jkn aplikasi perban mudah krn sdh imput no krtu nik kk tailah aplikasi,negative,1
tolong nama keluarga gak antri online aja jdi susah daftarin rujuk,neutral,2
gimana sih suruh verifikasi nomor telpon udh dimasukin kirim otp gak terusss otp nyaa,negative,3
bantu proses pendaftara,positive,5
aplikasi bantu manfaat,positive,4
bagus pandawara bantu,positive,5
layan ramah mudah paham terima kasiih,positive,5
verifikasi ganti pasword nomor verifikasi kirim nomor masuk sulit buka aplikasi karna lupa pasword,negative,3
aplikasi bikin susah masyarakat mudah sulit,negative,1
aplikasi yg gk otp aja susah dapet,negative,1
layak tahan iklan yg ganggu,negative,5
verifikasi ter verifikasi susah,negative,1
layan online daftar nya burukverifikasi wajah selesai akun hasil code otp no telepon code otp no hp aktif knp,neutral,1
bintang update password pon hilang,neutral,1
ga akses aplikasi sebab,negative,2
simple muas,positive,5
muka dah dalam kotak tp garis warna merah trus yaallahhhhh,neutral,2
kirim otp hp sms,negative,1
lag sinyal lancar,negative,1
layan serta kerja terima upah ok,positive,5
membntu,positive,5
biar bintang bicara,positive,5
kesini mobile jkn mudah bantu guna,positive,5
pengatyran sederha mudah guna,positive,5
diaknosa jantung tp tebus obat komplit udah apotik rs ngudi waluyo wlingi menghbngi tntang pmberitahuan obat beli obat tersbt shrga rb untk kapsul emplek hari x minum yg mmbntu kesembhan apotik rs yg masalah bpjs nya,negative,1
kali pakai aplikasi faham,negative,5
mudh dn ubah faskes mnh kerja atu merntau tingkatknlg,neutral,5
bantu mudah pasien good,positive,5
proses verifikasi wajah masalah,neutral,4
gk log,negative,2
aplikasi tolol daftar aja susah bpjs tuh bayar ga gratis minimal baik aplikasi,negative,1
mudah erti,positive,5
updet eror tulis offline pdhl data nyala screenshot,neutral,2
pakek obat slalu mintak update lambat daftar obat knpa sih slalu mntak update heran kaleeee,negative,2
daftar jadwal ulang jadwal yg selesai pampang,neutral,1
ibah no hp option nya sms gak gak pake wa,negative,4
aplikasi cuman muncul nama aja engga keluarga gimana solusi yaa sulit daftar online anggota keluarga,negative,2
versi screenshot sy kirim tangkap layar nomor kartu bpjs istrianak daerah mohon kembali fitur,neutral,3
ambil surat rujuk knpa daftar tolong baik apk nya bolak login uninstall instal tetep ga ambil nomor antri,negative,1
app tolol daftar online jam puskesmas buka udah bom daftar,negative,1
ribet hrus ptivikasi wajah dah kaya ja ktp kk aja dah ky cair aja bikin susah rakyak bkn memper mudah tp memper sulitligika ga semu pake hp orang tua ga pake hp d ajarin ga poko nya payah nih,negative,1
